Horizoltal	Vertical	H_Elipse	V_Elipse
0	-0.5214203	0	0
0	-0.5414203	0	0
0	-0.5614203	0	0
0	-0.5814202	0	0
0	-0.5814202	0	0
0	-0.6014202	0	0
0	-0.6214202	0	0
0	-0.6414202	0	0
0	-0.6614202	0	0
0	-0.6814201	0	0
0	-0.6814201	0	0
0	-0.7014201	0	0
0	-0.7214201	0	0
0	-0.7414201	0	0
0	-0.745	0	0
0	-0.7440019	0	0
0	-0.7440019	0	0
0	-0.7420178	0	0
0	-0.7410217	0	0
0	-0.7399155	0	0
0	-0.7389214	0	0
0	-0.7379274	0	0
0	-0.7379274	0	0
0	-0.7359255	0	0
0	-0.7349107	0	0
0	-0.7339514	0	0
0	-0.7329456	0	0
0	-0.7319632	0	0
0	-0.7319632	0	0
0	-0.7298731	0	0
0	-0.728879	0	0
0	-0.7278574	0	0
0	-0.7268882	0	0
0	-0.7258612	0	0
0	-0.7258612	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.7259751	0	0
0	-0.7272717	0	0
0	-0.7282659	0	0
0	-0.7292709	0	0
0	-0.7302538	0	0
0	-0.7312479	0	0
0	-0.7312479	0	0
0	-0.7332414	0	0
0	-0.7342299	0	0
0	-0.7332359	0	0
0	-0.7321388	0	0
0	-0.7311421	0	0
0	-0.7301506	0	0
0	-0.7301506	0	0
0	-0.7281626	0	0
0	-0.7271683	0	0
0	-0.7261747	0	0
0	-0.7251806	0	0
0	-0.7251806	0	0
0	-0.725	0	0
0	-0.725	0	0
0	-0.7240062	0	0
0	-0.7220182	0	0
0	-0.7189983	0	0
0	-0.7150128	0	0
0	-0.7100333	0	0
0	-0.7100333	0	0
0	-0.7030698	0	0
0	-0.6951176	0	0
0	-0.6860015	0	0
0	-0.6758706	0	0
0	-0.6645908	0	0
0	-0.6523167	0	0
0	-0.6523167	0	0
0	-0.6380548	0	0
0	-0.6227988	0	0
0	-0.6065489	0	0
0	-0.589305	0	0
0	-0.5708107	0	0
0	-0.5513221	0	0
0	-0.5513221	0	0
0	-0.5313221	0	0
0	-0.5113221	0	0
0	-0.4913221	0	0
0	-0.4713221	0	0
0	-0.4513222	0	0
0	-0.4513222	0	0
0	-0.4313222	0	0
0	-0.4113222	0	0
0	-0.3913222	0	0
0	-0.3713222	0	0
0	-0.3513222	0	0
0	-0.3313222	0	0
0	-0.3313222	0	0
0	-0.3113222	0	0
0	-0.2913222	0	0
0	-0.2713222	0	0
0	-0.2513222	0	0
0	-0.2313222	0	0
0	-0.2313222	0	0
0	-0.2113222	0	0
0	-0.19231	0	0
0	-0.1743299	0	0
0	-0.1573057	0	0
0	-0.1412793	0	0
0	-0.1412793	0	0
0	-0.1272371	0	0
0	-0.1142834	0	0
0	-0.1023237	0	0
0	-0.09136553	0	0
0	-0.08139397	0	0
0	-0.08139397	0	0
0	-0.07341038	0	0
0	-0.0664325	0	0
0	-0.06046011	0	0
0	-0.05351695	0	0
0	-0.04545425	0	0
0	-0.03638946	0	0
0	-0.03638946	0	0
0	-0.02726741	0	0
0	-0.01914144	0	0
0	-0.01204077	0	0
0	-0.00589853	0	0
0	-0.0007497479	0	0
0	-0.0007497479	0	0
0	0.00226595	0	0
0	0.004287501	0	0
0	0.005314999	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
0	0.005348563	0	0
-0.0009634273	0.005348563	-0.01335005	0.009948204
-0.002943669	0.005348563	-0.03366613	0.008210788
-0.005938972	0.005348563	-0.06646898	0.008035047
-0.005938972	0.005348563	-0.06646898	0.008035047
-0.01091039	0.005348563	-0.1214888	0.007994214
-0.01686689	0.005348563	-0.1875796	0.007984183
-0.02427559	0.005348563	-0.2698467	0.007980475
-0.03267839	0.005348563	-0.3631808	0.007978874
-0.04209187	0.005348563	-0.4677555	0.007978095
-0.05248306	0.005348563	-0.5831997	0.007977773
-0.0638678	0.005348563	-0.7096871	0.0079775
-0.0638678	0.005348563	-0.7096871	0.0079775
-0.07724062	0.005348563	-0.8582663	0.00797732
-0.09160743	0.005348563	-1.017892	0.007977107
-0.1069685	0.005348563	-1.188566	0.007977058
-0.1237579	0.005348563	-1.291404	0.00797723
-0.1415415	0.005348563	-1.28775	0.007977077
-0.1603501	0.005348563	-1.284179	0.007976998
-0.1801218	0.005348563	-1.279898	0.007977259
-0.2001218	0.005348563	-1.269797	0.00797728
-0.2001218	0.005348563	-1.11114	0.007977202
-0.2201218	0.005348563	-1.259225	0.00797721
-0.2401218	0.005348563	-1.249973	0.007977012
-0.2601218	0.005348563	-1.241809	0.007977024
-0.2801218	0.005348563	-1.234552	0.00797721
-0.3001218	0.005348563	-1.228059	0.007977123
-0.3201218	0.005348563	-1.222214	0.007977043
-0.3401218	0.005348563	-1.216927	0.00797706
-0.3401218	0.005348563	-1.11114	0.007977202
-0.3601218	0.005348563	-1.21212	0.007977051
-0.3801219	0.005348563	-1.20773	0.007977248
-0.4001218	0.005348563	-1.203707	0.007977074
-0.4201218	0.005348563	-1.200005	0.007977149
-0.4401218	0.005348563	-1.196588	0.007977258
-0.4601218	0.005348563	-1.193424	0.00797722
-0.4801218	0.005348563	-1.190486	0.007977168
-0.4801218	0.005348563	-1.11114	0.007977202
-0.5001217	0.005348563	-1.18775	0.007977244
-0.5201217	0.005348563	-1.185197	0.007977052
-0.5401217	0.005348563	-1.182809	0.007977052
-0.5601217	0.005348563	-1.180569	0.007977149
-0.5801216	0.005348563	-1.178466	0.007977266
-0.5801216	0.005348563	-1.11114	0.007977201
-0.6001216	0.005348563	-1.176486	0.007977048
-0.6201216	0.005348563	-1.174619	0.007977274
-0.6401216	0.005348563	-1.172856	0.007977046
-0.6601216	0.005348563	-1.171188	0.007977151
-0.6801215	0.005348563	-1.169608	0.007977266
-0.6801215	0.005348563	-1.11114	0.007977202
-0.7001215	0.005348563	-1.16811	0.007977069
-0.7201215	0.005348563	-1.166685	0.007977081
-0.7401215	0.005348563	-1.165331	0.007977266
-0.745	0.005348563	-1.124044	0.007977112
-0.745	0.005348563	-1.11114	0.007977202
-0.744006	0.005348563	-1.108526	0.007977202
-0.7430084	0.005348563	-1.105902	0.007977306
-0.7430084	0.005348563	-1.105902	0.007977306
-0.7410049	0.005348563	-1.100634	0.007977091
-0.7399882	0.005348563	-1.09796	0.007977085
-0.739036	0.005348563	-1.095456	0.007977176
-0.7380347	0.005348563	-1.092823	0.007977283
-0.725	0.005348563	-1.058544	0.007977178
-0.725	0.005348563	-1.058544	0.007977178
-0.7229927	0.005348563	-1.053265	0.007977328
-0.7199839	0.005348563	-1.045353	0.007977218
-0.7160046	0.005348563	-1.034888	0.007977309
-0.7110006	0.005348563	-1.021729	0.007977215
-0.7050294	0.005348563	-1.006026	0.007977187
-0.7050294	0.005348563	-1.006026	0.007977187
-0.6970772	0.005348563	-0.9851137	0.007977193
-0.6880852	0.005348563	-0.9614668	0.007977358
-0.6779158	0.005348563	-0.9347239	0.007977227
-0.6667365	0.005348563	-0.9053251	0.007977376
-0.654579	0.005348563	-0.8733541	0.00797741
-0.6414273	0.005348563	-0.8387686	0.007977291
-0.6414273	0.005348563	-0.8387686	0.007977291
-0.6262742	0.005348563	-0.79892	0.007977387
-0.6101407	0.005348563	-0.7564936	0.007977466
-0.5930133	0.005348563	-0.7114538	0.007977511
-0.5748713	0.005348563	-0.6637463	0.007977522
-0.5581346	0.005348563	-0.6197346	0.007977597
-0.5423919	0.005348563	-0.5783375	0.007977735
-0.5276433	0.005348563	-0.5395548	0.00797788
-0.5276433	0.005348563	-0.5395548	0.00797788
-0.5148826	0.005348563	-0.5060001	0.007977925
-0.503116	0.005348563	-0.4750598	0.007978053
-0.4923433	0.005348563	-0.4467335	0.007978271
-0.4825647	0.005348563	-0.4210215	0.007978366
-0.4737801	0.005348563	-0.3979237	0.00797857
-0.4663827	0.005348563	-0.3784739	0.007978754
-0.4600106	0.005348563	-0.3617201	0.00797888
-0.4600106	0.005348563	-0.3617201	0.00797888
-0.4556337	0.005348563	-0.3502124	0.007979084
-0.4522175	0.005348563	-0.3412307	0.007979167
-0.4497904	0.005348563	-0.3348495	0.007979246
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
-0.4483572	0.005348563	-0.3310815	0.00797926
